date,TOL,year,month,day,week,startDate,endDate,weekOrder
2019-09-08,1.212,2019,9,8,140,-,-,4
2019-09-09,1.117,2019,9,9,141,2019 9 9,2019 9 15,1
2019-09-10,1.153,2019,9,10,141,-,-,1
2019-09-11,1.472,2019,9,11,141,-,-,1
2019-09-12,2.157,2019,9,12,141,-,-,1
2019-09-13,1.885,2019,9,13,141,-,-,1
2019-09-14,1.427,2019,9,14,141,-,-,1
2019-09-15,0.918,2019,9,15,141,-,-,1
2019-09-16,2.005,2019,9,16,142,2019 9 16,2019 9 22,2
2019-09-17,3.008,2019,9,17,142,-,-,2
2019-09-18,2.038,2019,9,18,142,-,-,2
2019-09-19,1.353,2019,9,19,142,-,-,2
2019-09-20,2.478,2019,9,20,142,-,-,2
2019-09-21,1.36,2019,9,21,142,-,-,2
2019-09-22,1.462,2019,9,22,142,-,-,2
2019-09-23,2.758,2019,9,23,143,2019 9 23,2019 9 29,3
2019-09-24,3.033,2019,9,24,143,-,-,3
2019-09-25,3.965,2019,9,25,143,-,-,3
2019-09-26,3.068,2019,9,26,143,-,-,3
2019-09-27,2.268,2019,9,27,143,-,-,3
2019-09-28,2.032,2019,9,28,143,-,-,3
2019-09-29,2.087,2019,9,29,143,-,-,3
2019-09-30,2.183,2019,9,30,144,2019 9 30,2019 10 6,4
2019-10-01,1.113,2019,10,1,144,-,-,4
2019-10-02,1.364,2019,10,2,144,-,-,4
2019-10-03,2.182,2019,10,3,144,-,-,4
2019-10-04,1.887,2019,10,4,144,-,-,4
2019-10-05,2.344,2019,10,5,144,-,-,4
2019-10-06,1.575,2019,10,6,144,-,-,4
2019-10-07,3.327,2019,10,7,145,2019 10 7,2019 10 13,1
2019-10-08,3.127,2019,10,8,145,-,-,1
2019-10-09,3.127,2019,10,9,145,-,-,1
2019-10-10,2.927,2019,10,10,145,-,-,1
2019-10-11,4.526,2019,10,11,145,-,-,1
2019-10-12,1.683,2019,10,12,145,-,-,1
2019-10-13,1.459,2019,10,13,145,-,-,1
2019-10-14,1.614,2019,10,14,146,2019 10 14,2019 10 20,2
2019-10-15,3.571,2019,10,15,146,-,-,2
2019-10-16,4.043,2019,10,16,146,-,-,2
2019-10-17,3.257,2019,10,17,146,-,-,2
2019-10-18,3.387,2019,10,18,146,-,-,2
2019-10-19,1.431,2019,10,19,146,-,-,2
2019-10-20,1.419,2019,10,20,146,-,-,2
2019-10-21,2.226,2019,10,21,147,2019 10 21,2019 10 27,3
2019-10-22,2.251,2019,10,22,147,-,-,3
2019-10-23,2.28,2019,10,23,147,-,-,3
2019-10-24,5.14,2019,10,24,147,-,-,3
2019-10-25,4.327,2019,10,25,147,-,-,3
2019-10-26,8.147,2019,10,26,147,-,-,3
2019-10-27,4.373,2019,10,27,147,-,-,3
2019-10-28,7.164,2019,10,28,148,2019 10 28,2019 11 3,4
2019-10-29,7.117,2019,10,29,148,-,-,4
2019-10-30,6.994,2019,10,30,148,-,-,4
2019-10-31,4.293,2019,10,31,148,-,-,4
2019-11-01,4.503,2019,11,1,148,-,-,4
2019-11-02,1.416,2019,11,2,148,-,-,4
2019-11-03,0.939,2019,11,3,148,-,-,4
2019-11-04,2.577,2019,11,4,149,2019 11 4,2019 11 10,1
2019-11-05,1.386,2019,11,5,149,-,-,1
2019-11-06,2.546,2019,11,6,149,-,-,1
2019-11-07,1.525,2019,11,7,149,-,-,1
2019-11-08,1.911,2019,11,8,149,-,-,1
2019-11-09,1.135,2019,11,9,149,-,-,1
2019-11-10,1.32,2019,11,10,149,-,-,1
2019-11-11,1.472,2019,11,11,150,2019 11 11,2019 11 17,2
2019-11-12,2.291,2019,11,12,150,-,-,2
2019-11-13,1.637,2019,11,13,150,-,-,2
2019-11-14,1.213,2019,11,14,150,-,-,2
2019-11-15,1.546,2019,11,15,150,-,-,2
2019-11-16,1.712,2019,11,16,150,-,-,2
2019-11-17,1.548,2019,11,17,150,-,-,2
2019-11-18,2.859,2019,11,18,151,2019 11 18,2019 11 24,3
2019-11-19,5.049,2019,11,19,151,-,-,3
2019-11-20,5.542,2019,11,20,151,-,-,3
2019-11-21,6.035,2019,11,21,151,-,-,3
2019-11-22,2.221,2019,11,22,151,-,-,3
2019-11-23,1.445,2019,11,23,151,-,-,3
2019-11-24,3.831,2019,11,24,151,-,-,3
2019-11-25,6.932,2019,11,25,152,2019 11 25,2019 12 1,4
2019-11-26,3.415,2019,11,26,152,-,-,4
2019-11-27,4.012,2019,11,27,152,-,-,4
2019-11-28,4.012,2019,11,28,152,-,-,4
2019-11-29,4.609,2019,11,29,152,-,-,4
2019-11-30,2.814,2019,11,30,152,-,-,4
2019-12-01,1.796,2019,12,1,152,-,-,4
2019-12-02,2.864,2019,12,2,153,2019 12 2,2019 12 8,1
2019-12-03,3.187,2019,12,3,153,-,-,1
2019-12-04,4.923,2019,12,4,153,-,-,1
2019-12-05,8.416,2019,12,5,153,-,-,1
2019-12-06,5.648,2019,12,6,153,-,-,1
2019-12-07,5.245,2019,12,7,153,-,-,1
2019-12-08,2.242,2019,12,8,153,-,-,1
2019-12-09,3.494,2019,12,9,154,2019 12 9,2019 12 15,2
2019-12-10,11.61,2019,12,10,154,-,-,2
2019-12-11,2.408,2019,12,11,154,-,-,2
2019-12-12,1.38,2019,12,12,154,-,-,2
2019-12-13,0.799,2019,12,13,154,-,-,2
2019-12-14,7.314,2019,12,14,154,-,-,2
2019-12-15,1.333,2019,12,15,154,-,-,2
2019-12-16,1.33,2019,12,16,155,2019 12 16,2019 12 22,3
2019-12-17,2.581,2019,12,17,155,-,-,3
2019-12-18,2.182,2019,12,18,155,-,-,3
2019-12-19,2.842,2019,12,19,155,-,-,3
2019-12-20,4.008,2019,12,20,155,-,-,3
2019-12-21,2.906,2019,12,21,155,-,-,3
2019-12-22,0.683,2019,12,22,155,-,-,3
2019-12-23,8.552,2019,12,23,156,2019 12 23,2019 12 29,4
2019-12-24,8.065,2019,12,24,156,-,-,4
2019-12-25,9.018,2019,12,25,156,-,-,4
2019-12-26,6.188,2019,12,26,156,-,-,4
2019-12-27,6.372,2019,12,27,156,-,-,4
2019-12-28,11.52,2019,12,28,156,-,-,4
2019-12-29,10.71,2019,12,29,156,-,-,4
2019-12-30,13.1,2019,12,30,157,2019 12 30,2020 1 5,1
2019-12-31,4.98,2019,12,31,157,-,-,1
2020-01-01,3.68,2020,1,1,157,-,-,1
2020-01-02,4.85,2020,1,2,157,-,-,1
2020-01-03,8.37,2020,1,3,157,-,-,1
2020-01-04,3.29,2020,1,4,157,-,-,1
2020-01-05,4.52,2020,1,5,157,-,-,1
2020-01-06,4.87,2020,1,6,158,2020 1 6,2020 1 12,2
2020-01-07,8.17,2020,1,7,158,-,-,2
2020-01-08,10.49,2020,1,8,158,-,-,2
2020-01-09,4.37,2020,1,9,158,-,-,2
2020-01-10,3.0,2020,1,10,158,-,-,2
2020-01-11,5.08,2020,1,11,158,-,-,2
2020-01-12,4.65,2020,1,12,158,-,-,2
2020-01-13,9.34,2020,1,13,159,2020 1 13,2020 1 19,3
2020-01-14,2.31,2020,1,14,159,-,-,3
2020-01-15,1.96,2020,1,15,159,-,-,3
2020-01-16,1.6,2020,1,16,159,-,-,3
2020-01-17,1.66,2020,1,17,159,-,-,3
2020-01-18,2.85,2020,1,18,159,-,-,3
2020-01-19,0.48,2020,1,19,159,-,-,3
2020-01-20,1.13,2020,1,20,160,2020 1 20,2020 1 26,4
2020-01-21,2.34,2020,1,21,160,-,-,4
2020-01-22,5.13,2020,1,22,160,-,-,4
2020-01-23,4.13,2020,1,23,160,-,-,4
2020-01-24,5.1,2020,1,24,160,-,-,4
2020-01-25,3.67,2020,1,25,160,-,-,4
2020-01-26,3.97,2020,1,26,160,-,-,4
2020-01-27,3.35,2020,1,27,161,2020 1 27,2020 2 2,1
2020-01-28,2.96,2020,1,28,161,-,-,1
2020-01-29,7.31,2020,1,29,161,-,-,1
2020-01-30,11.16,2020,1,30,161,-,-,1
2020-01-31,10.92,2020,1,31,161,-,-,1
2020-02-01,7.49,2020,2,1,161,-,-,1
2020-02-02,10.14,2020,2,2,161,-,-,1
2020-02-03,12.04,2020,2,3,162,2020 2 3,2020 2 9,2
2020-02-04,3.36,2020,2,4,162,-,-,2
2020-02-05,1.61,2020,2,5,162,-,-,2
2020-02-06,6.08,2020,2,6,162,-,-,2
2020-02-07,5.47,2020,2,7,162,-,-,2
2020-02-08,2.81,2020,2,8,162,-,-,2
2020-02-09,4.56,2020,2,9,162,-,-,2
2020-02-10,6.0,2020,2,10,163,2020 2 10,2020 2 16,3
2020-02-11,3.24,2020,2,11,163,-,-,3
2020-02-12,2.45,2020,2,12,163,-,-,3
2020-02-13,2.41,2020,2,13,163,-,-,3
2020-02-14,3.74,2020,2,14,163,-,-,3
2020-02-15,3.56,2020,2,15,163,-,-,3
2020-02-16,9.34,2020,2,16,163,-,-,3
2020-02-17,1.4,2020,2,17,164,2020 2 17,2020 2 23,4
2020-02-18,3.81,2020,2,18,164,-,-,4
2020-02-19,3.02,2020,2,19,164,-,-,4
2020-02-20,2.65,2020,2,20,164,-,-,4
2020-02-21,3.27,2020,2,21,164,-,-,4
2020-02-22,2.87,2020,2,22,164,-,-,4
2020-02-23,1.78,2020,2,23,164,-,-,4
2020-02-24,1.99,2020,2,24,165,2020 2 24,2020 3 1,1
2020-02-25,1.6,2020,2,25,165,-,-,1
2020-02-26,1.15,2020,2,26,165,-,-,1
2020-02-27,1.71,2020,2,27,165,-,-,1
2020-02-28,5.64,2020,2,28,165,-,-,1
2020-02-29,0.59,2020,2,29,165,-,-,1
2020-03-01,1.08,2020,3,1,165,-,-,1
2020-03-02,1.18,2020,3,2,166,2020 3 2,2020 3 8,2
2020-03-03,1.09,2020,3,3,166,-,-,2
2020-03-04,4.47,2020,3,4,166,-,-,2
2020-03-05,2.18,2020,3,5,166,-,-,2
2020-03-06,1.07,2020,3,6,166,-,-,2
2020-03-07,1.57,2020,3,7,166,-,-,2
2020-03-08,1.09,2020,3,8,166,-,-,2
2020-03-09,1.71,2020,3,9,167,2020 3 9,2020 3 15,3
2020-03-10,3.19,2020,3,10,167,-,-,3
2020-03-11,2.96,2020,3,11,167,-,-,3
2020-03-12,1.13,2020,3,12,167,-,-,3
2020-03-13,0.89,2020,3,13,167,-,-,3
2020-03-14,1.49,2020,3,14,167,-,-,3
2020-03-15,0.93,2020,3,15,167,-,-,3
2020-03-16,0.7,2020,3,16,168,2020 3 16,2020 3 22,4
2020-03-17,1.47,2020,3,17,168,-,-,4
2020-03-18,1.27,2020,3,18,168,-,-,4
2020-03-19,1.94,2020,3,19,168,-,-,4
2020-03-20,2.2,2020,3,20,168,-,-,4
2020-03-21,1.04,2020,3,21,168,-,-,4
2020-03-22,0.4,2020,3,22,168,-,-,4
2020-03-23,0.35,2020,3,23,169,2020 3 23,2020 3 29,1
2020-03-24,1.29,2020,3,24,169,-,-,1
2020-03-25,1.85,2020,3,25,169,-,-,1
2020-03-26,0.98,2020,3,26,169,-,-,1
2020-03-27,0.56,2020,3,27,169,-,-,1
2020-03-28,0.91,2020,3,28,169,-,-,1
2020-03-29,0.72,2020,3,29,169,-,-,1
2020-03-30,0.27,2020,3,30,170,2020 3 30,2020 4 5,2
2020-03-31,0.52,2020,3,31,170,-,-,2
2020-04-01,0.82,2020,4,1,170,-,-,2
2020-04-02,0.41,2020,4,2,170,-,-,2
2020-04-03,0.46,2020,4,3,170,-,-,2
2020-04-04,1.21,2020,4,4,170,-,-,2
2020-04-05,0.32,2020,4,5,170,-,-,2
2020-04-06,0.29,2020,4,6,171,2020 4 6,2020 4 12,3
2020-04-07,0.86,2020,4,7,171,-,-,3
2020-04-08,0.93,2020,4,8,171,-,-,3
2020-04-09,1.02,2020,4,9,171,-,-,3
2020-04-10,0.59,2020,4,10,171,-,-,3
2020-04-11,0.3,2020,4,11,171,-,-,3
2020-04-12,0.22,2020,4,12,171,-,-,3
2020-04-13,0.64,2020,4,13,172,2020 4 13,2020 4 19,4
2020-04-14,1.23,2020,4,14,172,-,-,4
2020-04-15,1.06,2020,4,15,172,-,-,4
2020-04-16,1.49,2020,4,16,172,-,-,4
2020-04-17,1.15,2020,4,17,172,-,-,4
2020-04-18,0.66,2020,4,18,172,-,-,4
2020-04-19,0.32,2020,4,19,172,-,-,4
2020-04-20,0.61,2020,4,20,173,2020 4 20,2020 4 26,1
2020-04-21,0.53,2020,4,21,173,-,-,1
2020-04-22,0.74,2020,4,22,173,-,-,1
2020-04-23,0.89,2020,4,23,173,-,-,1
2020-04-24,1.1,2020,4,24,173,-,-,1
2020-04-25,0.63,2020,4,25,173,-,-,1
2020-04-26,0.4,2020,4,26,173,-,-,1
2020-04-27,0.63,2020,4,27,174,2020 4 27,2020 5 3,2
2020-04-28,0.59,2020,4,28,174,-,-,2
2020-04-29,1.68,2020,4,29,174,-,-,2
2020-04-30,0.99,2020,4,30,174,-,-,2
2020-05-01,0.49,2020,5,1,174,-,-,2
2020-05-02,0.6,2020,5,2,174,-,-,2
2020-05-03,0.66,2020,5,3,174,-,-,2
2020-05-04,4.13,2020,5,4,175,2020 5 4,2020 5 10,3
2020-05-05,1.28,2020,5,5,175,-,-,3
2020-05-06,0.85,2020,5,6,175,-,-,3
2020-05-07,1.06,2020,5,7,175,-,-,3
2020-05-08,1.19,2020,5,8,175,-,-,3
2020-05-09,0.47,2020,5,9,175,-,-,3
2020-05-10,0.33,2020,5,10,175,-,-,3
2020-05-11,0.91,2020,5,11,176,2020 5 11,2020 5 17,4
2020-05-12,0.36,2020,5,12,176,-,-,4
2020-05-13,0.54,2020,5,13,176,-,-,4
2020-05-14,0.34,2020,5,14,176,-,-,4
2020-05-15,0.68,2020,5,15,176,-,-,4
2020-05-16,1.19,2020,5,16,176,-,-,4
2020-05-17,1.19,2020,5,17,176,-,-,4
2020-05-18,1.7,2020,5,18,177,2020 5 18,2020 5 24,1
2020-05-19,1.34,2020,5,19,177,-,-,1
2020-05-20,2.44,2020,5,20,177,-,-,1
2020-05-21,1.21,2020,5,21,177,-,-,1
2020-05-22,0.91,2020,5,22,177,-,-,1
2020-05-23,0.64,2020,5,23,177,-,-,1
2020-05-24,0.22,2020,5,24,177,-,-,1
2020-05-25,0.64,2020,5,25,178,2020 5 25,2020 5 31,2
2020-05-26,0.81,2020,5,26,178,-,-,2
2020-05-27,1.09,2020,5,27,178,-,-,2
2020-05-28,2.38,2020,5,28,178,-,-,2
2020-05-29,1.67,2020,5,29,178,-,-,2
2020-05-30,1.37,2020,5,30,178,-,-,2
2020-05-31,1.07,2020,5,31,178,-,-,2
2020-06-01,3.22,2020,6,1,179,2020 6 1,2020 6 7,3
2020-06-02,1.2,2020,6,2,179,-,-,3
2020-06-03,0.75,2020,6,3,179,-,-,3
2020-06-04,0.33,2020,6,4,179,-,-,3
2020-06-05,0.49,2020,6,5,179,-,-,3
2020-06-06,0.51,2020,6,6,179,-,-,3
2020-06-07,0.5,2020,6,7,179,-,-,3
2020-06-08,0.51,2020,6,8,180,2020 6 8,2020 6 14,4
2020-06-09,0.52,2020,6,9,180,-,-,4
2020-06-10,0.7,2020,6,10,180,-,-,4
2020-06-11,0.74,2020,6,11,180,-,-,4
2020-06-12,0.47,2020,6,12,180,-,-,4
2020-06-13,0.38,2020,6,13,180,-,-,4
2020-06-14,0.51,2020,6,14,180,-,-,4
2020-06-15,0.68,2020,6,15,181,2020 6 15,2020 6 21,1
2020-06-16,0.58,2020,6,16,181,-,-,1
2020-06-17,0.85,2020,6,17,181,-,-,1
2020-06-18,1.25,2020,6,18,181,-,-,1
2020-06-19,1.65,2020,6,19,181,-,-,1
2020-06-20,1.49,2020,6,20,181,-,-,1
2020-06-21,0.72,2020,6,21,181,-,-,1
2020-06-22,1.11,2020,6,22,182,2020 6 22,2020 6 28,2
2020-06-23,3.14,2020,6,23,182,-,-,2
2020-06-24,1.44,2020,6,24,182,-,-,2
2020-06-25,1.17,2020,6,25,182,-,-,2
2020-06-26,0.9,2020,6,26,182,-,-,2
2020-06-27,0.84,2020,6,27,182,-,-,2
2020-06-28,0.32,2020,6,28,182,-,-,2
2020-06-29,0.56,2020,6,29,183,2020 6 29,2020 7 5,3
2020-06-30,1.05,2020,6,30,183,-,-,3
2020-07-01,0.56,2020,7,1,183,-,-,3
2020-07-02,0.76,2020,7,2,183,-,-,3
2020-07-03,0.61,2020,7,3,183,-,-,3
2020-07-04,0.78,2020,7,4,183,-,-,3
2020-07-05,0.73,2020,7,5,183,-,-,3
2020-07-06,0.44,2020,7,6,184,2020 7 6,2020 7 12,4
2020-07-07,0.4,2020,7,7,184,-,-,4
2020-07-08,0.69,2020,7,8,184,-,-,4
2020-07-09,0.84,2020,7,9,184,-,-,4
2020-07-10,1.28,2020,7,10,184,-,-,4
2020-07-11,0.22,2020,7,11,184,-,-,4
2020-07-12,0.27,2020,7,12,184,-,-,4
2020-07-13,0.6,2020,7,13,185,2020 7 13,2020 7 19,1
2020-07-14,0.6,2020,7,14,185,-,-,1
2020-07-15,0.5,2020,7,15,185,-,-,1
2020-07-16,0.5,2020,7,16,185,-,-,1
2020-07-17,0.52,2020,7,17,185,-,-,1
2020-07-18,0.76,2020,7,18,185,-,-,1
2020-07-19,0.79,2020,7,19,185,-,-,1
2020-07-20,0.64,2020,7,20,186,2020 7 20,2020 7 26,2
2020-07-21,0.56,2020,7,21,186,-,-,2
2020-07-22,0.97,2020,7,22,186,-,-,2
2020-07-23,0.77,2020,7,23,186,-,-,2
2020-07-24,0.5,2020,7,24,186,-,-,2
2020-07-25,0.73,2020,7,25,186,-,-,2
2020-07-26,0.97,2020,7,26,186,-,-,2
2020-07-27,1.21,2020,7,27,187,2020 7 27,2020 8 2,3
2020-07-28,0.48,2020,7,28,187,-,-,3
2020-07-29,0.91,2020,7,29,187,-,-,3
2020-07-30,0.69,2020,7,30,187,-,-,3
2020-07-31,1.01,2020,7,31,187,-,-,3
2020-08-01,1.32,2020,8,1,187,-,-,3
2020-08-02,2.25,2020,8,2,187,-,-,3
2020-08-03,1.21,2020,8,3,188,2020 8 3,2020 8 9,4
2020-08-04,0.32,2020,8,4,188,-,-,4
2020-08-05,0.43,2020,8,5,188,-,-,4
2020-08-06,0.51,2020,8,6,188,-,-,4
2020-08-07,1.26,2020,8,7,188,-,-,4
2020-08-08,1.02,2020,8,8,188,-,-,4
2020-08-09,0.53,2020,8,9,188,-,-,4
2020-08-10,0.55,2020,8,10,189,2020 8 10,2020 8 16,1
2020-08-11,1.49,2020,8,11,189,-,-,1
2020-08-12,1.22,2020,8,12,189,-,-,1
2020-08-13,0.69,2020,8,13,189,-,-,1
2020-08-14,0.79,2020,8,14,189,-,-,1
2020-08-15,1.07,2020,8,15,189,-,-,1
2020-08-16,0.23,2020,8,16,189,-,-,1
2020-08-17,1.1,2020,8,17,190,2020 8 17,2020 8 23,2
2020-08-18,0.91,2020,8,18,190,-,-,2
2020-08-19,0.71,2020,8,19,190,-,-,2
2020-08-20,0.35,2020,8,20,190,-,-,2
2020-08-21,0.85,2020,8,21,190,-,-,2
2020-08-22,0.33,2020,8,22,190,-,-,2
2020-08-23,0.31,2020,8,23,190,-,-,2
2020-08-24,0.61,2020,8,24,191,2020 8 24,2020 8 30,3
2020-08-25,1.32,2020,8,25,191,-,-,3
2020-08-26,2.25,2020,8,26,191,-,-,3
2020-08-27,1.21,2020,8,27,191,-,-,3
2020-08-28,0.32,2020,8,28,191,-,-,3
2020-08-29,0.43,2020,8,29,191,-,-,3
2020-08-30,0.51,2020,8,30,191,-,-,3
2020-08-31,1.26,2020,8,31,192,2020 8 31,2020 9 6,4
2020-09-01,1.21,2020,9,1,192,-,-,4
2020-09-02,4.67,2020,9,2,192,-,-,4
2020-09-03,3.07,2020,9,3,192,-,-,4
2020-09-04,1.87,2020,9,4,192,-,-,4
2020-09-05,0.18,2020,9,5,192,-,-,4
2020-09-06,0.28,2020,9,6,192,-,-,4
2020-09-07,0.72,2020,9,7,193,2020 9 7,2020 9 13,1
2020-09-08,0.7,2020,9,8,193,-,-,1
2020-09-09,1.01,2020,9,9,193,-,-,1
2020-09-10,0.89,2020,9,10,193,-,-,1
2020-09-11,0.64,2020,9,11,193,-,-,1
2020-09-12,0.53,2020,9,12,193,-,-,1
2020-09-13,1.49,2020,9,13,193,-,-,1
2020-09-14,1.89,2020,9,14,194,2020 9 14,2020 9 20,2
2020-09-15,1.22,2020,9,15,194,-,-,2
2020-09-16,1.01,2020,9,16,194,-,-,2
2020-09-17,2.03,2020,9,17,194,-,-,2
2020-09-18,1.18,2020,9,18,194,-,-,2
2020-09-19,1.39,2020,9,19,194,-,-,2
2020-09-20,0.67,2020,9,20,194,-,-,2
2020-09-21,1.45,2020,9,21,195,2020 9 21,2020 9 27,3
2020-09-22,1.45,2020,9,22,195,-,-,3
2020-09-23,1.1,2020,9,23,195,-,-,3
2020-09-24,0.85,2020,9,24,195,-,-,3
2020-09-25,0.6,2020,9,25,195,-,-,3
2020-09-26,0.67,2020,9,26,195,-,-,3
2020-09-27,0.34,2020,9,27,195,-,-,3
2020-09-28,1.01,2020,9,28,196,2020 9 28,2020 10 4,4
2020-09-29,2.58,2020,9,29,196,-,-,4
2020-09-30,1.6,2020,9,30,196,-,-,4
2020-10-01,1.6,2020,10,1,196,-,-,4
2020-10-02,0.62,2020,10,2,196,-,-,4
2020-10-03,0.66,2020,10,3,196,-,-,4
2020-10-04,0.68,2020,10,4,196,-,-,4
2020-10-05,1.6,2020,10,5,197,2020 10 5,2020 10 11,1
2020-10-06,1.3,2020,10,6,197,-,-,1
2020-10-07,0.85,2020,10,7,197,-,-,1
2020-10-08,1.57,2020,10,8,197,-,-,1
2020-10-09,1.12,2020,10,9,197,-,-,1
2020-10-10,0.76,2020,10,10,197,-,-,1
2020-10-11,0.59,2020,10,11,197,-,-,1
2020-10-12,0.71,2020,10,12,198,2020 10 12,2020 10 18,2
2020-10-13,0.41,2020,10,13,198,-,-,2
2020-10-14,0.84,2020,10,14,198,-,-,2
2020-10-15,1.32,2020,10,15,198,-,-,2
2020-10-16,1.81,2020,10,16,198,-,-,2
2020-10-17,1.69,2020,10,17,198,-,-,2
2020-10-18,2.79,2020,10,18,198,-,-,2
2020-10-19,3.17,2020,10,19,199,2020 10 19,2020 10 25,3
2020-10-20,2.0,2020,10,20,199,-,-,3
2020-10-21,2.57,2020,10,21,199,-,-,3
2020-10-22,2.87,2020,10,22,199,-,-,3
2020-10-23,2.09,2020,10,23,199,-,-,3
2020-10-24,2.21,2020,10,24,199,-,-,3
2020-10-25,0.74,2020,10,25,199,-,-,3
2020-10-26,0.85,2020,10,26,200,2020 10 26,2020 11 1,4
2020-10-27,3.2,2020,10,27,200,-,-,4
2020-10-28,1.91,2020,10,28,200,-,-,4
2020-10-29,3.03,2020,10,29,200,-,-,4
2020-10-30,3.55,2020,10,30,200,-,-,4
2020-10-31,5.43,2020,10,31,200,-,-,4
2020-11-01,7.08,2020,11,1,200,-,-,4
2020-11-02,2.1,2020,11,2,201,2020 11 2,2020 11 8,1
2020-11-03,1.1,2020,11,3,201,-,-,1
2020-11-04,1.04,2020,11,4,201,-,-,1
2020-11-05,2.51,2020,11,5,201,-,-,1
2020-11-06,3.16,2020,11,6,201,-,-,1
2020-11-07,3.41,2020,11,7,201,-,-,1
2020-11-08,1.82,2020,11,8,201,-,-,1
2020-11-09,2.2,2020,11,9,202,2020 11 9,2020 11 15,2
2020-11-10,4.25,2020,11,10,202,-,-,2
2020-11-11,3.5,2020,11,11,202,-,-,2
2020-11-12,4.25,2020,11,12,202,-,-,2
2020-11-13,4.17,2020,11,13,202,-,-,2
2020-11-14,3.42,2020,11,14,202,-,-,2
2020-11-15,2.6,2020,11,15,202,-,-,2
2020-11-16,1.95,2020,11,16,203,2020 11 16,2020 11 22,3
2020-11-17,5.72,2020,11,17,203,-,-,3
2020-11-18,8.27,2020,11,18,203,-,-,3
2020-11-19,0.87,2020,11,19,203,-,-,3
2020-11-20,6.86,2020,11,20,203,-,-,3
2020-11-21,2.47,2020,11,21,203,-,-,3
2020-11-22,3.86,2020,11,22,203,-,-,3
2020-11-23,6.9,2020,11,23,204,2020 11 23,2020 11 29,4
2020-11-24,7.01,2020,11,24,204,-,-,4
2020-11-25,4.13,2020,11,25,204,-,-,4
2020-11-26,6.09,2020,11,26,204,-,-,4
2020-11-27,10.75,2020,11,27,204,-,-,4
2020-11-28,4.85,2020,11,28,204,-,-,4
2020-11-29,4.82,2020,11,29,204,-,-,4
2020-11-30,3.86,2020,11,30,205,2020 11 30,2020 12 6,1
2020-12-01,3.73,2020,12,1,205,-,-,1
2020-12-02,2.06,2020,12,2,205,-,-,1
2020-12-03,0.93,2020,12,3,205,-,-,1
2020-12-04,0.86,2020,12,4,205,-,-,1
2020-12-05,0.79,2020,12,5,205,-,-,1
2020-12-06,1.17,2020,12,6,205,-,-,1
2020-12-07,0.62,2020,12,7,206,2020 12 7,2020 12 13,2
2020-12-08,0.52,2020,12,8,206,-,-,2
2020-12-09,1.56,2020,12,9,206,-,-,2
2020-12-10,2.27,2020,12,10,206,-,-,2
2020-12-11,1.05,2020,12,11,206,-,-,2
2020-12-12,0.9,2020,12,12,206,-,-,2
2020-12-13,4.11,2020,12,13,206,-,-,2
2020-12-14,1.67,2020,12,14,207,2020 12 14,2020 12 20,3
2020-12-15,1.74,2020,12,15,207,-,-,3
2020-12-16,2.15,2020,12,16,207,-,-,3
2020-12-17,3.11,2020,12,17,207,-,-,3
2020-12-18,3.12,2020,12,18,207,-,-,3
2020-12-19,2.55,2020,12,19,207,-,-,3
2020-12-20,3.02,2020,12,20,207,-,-,3
2020-12-21,9.42,2020,12,21,208,2020 12 21,2020 12 27,4
2020-12-22,4.84,2020,12,22,208,-,-,4
2020-12-23,1.75,2020,12,23,208,-,-,4
2020-12-24,1.34,2020,12,24,208,-,-,4
2020-12-25,0.73,2020,12,25,208,-,-,4
2020-12-26,1.61,2020,12,26,208,-,-,4
2020-12-27,0.52,2020,12,27,208,-,-,4
2020-12-28,0.66,2020,12,28,209,2020 12 28,2021 1 3,1
2020-12-29,0.83,2020,12,29,209,-,-,1
2020-12-30,1.24,2020,12,30,209,-,-,1
2020-12-31,0.6,2020,12,31,209,-,-,1
2021-01-01,0.45,2021,1,1,209,-,-,1
2021-01-02,0.93,2021,1,2,209,-,-,1
2021-01-03,0.55,2021,1,3,209,-,-,1
2021-01-04,0.81,2021,1,4,210,2021 1 4,2021 1 10,2
2021-01-05,1.24,2021,1,5,210,-,-,2
2021-01-06,1.52,2021,1,6,210,-,-,2
2021-01-07,1.95,2021,1,7,210,-,-,2
2021-01-08,2.34,2021,1,8,210,-,-,2
2021-01-09,2.07,2021,1,9,210,-,-,2
2021-01-10,2.1,2021,1,10,210,-,-,2
2021-01-11,2.07,2021,1,11,211,2021 1 11,2021 1 17,3
2021-01-12,1.8,2021,1,12,211,-,-,3
2021-01-13,3.6,2021,1,13,211,-,-,3
2021-01-14,1.88,2021,1,14,211,-,-,3
2021-01-15,3.18,2021,1,15,211,-,-,3
2021-01-16,2.95,2021,1,16,211,-,-,3
2021-01-17,3.52,2021,1,17,211,-,-,3
2021-01-18,2.91,2021,1,18,212,2021 1 18,2021 1 24,4
2021-01-19,2.82,2021,1,19,212,-,-,4
2021-01-20,1.49,2021,1,20,212,-,-,4
2021-01-21,1.86,2021,1,21,212,-,-,4
2021-01-22,1.15,2021,1,22,212,-,-,4
2021-01-23,0.52,2021,1,23,212,-,-,4
2021-01-24,0.73,2021,1,24,212,-,-,4
2021-01-25,1.31,2021,1,25,213,2021 1 25,2021 1 31,1
2021-01-26,3.46,2021,1,26,213,-,-,1
2021-01-27,4.86,2021,1,27,213,-,-,1
2021-01-28,2.69,2021,1,28,213,-,-,1
